,user,location,text
929,cklovexoxo,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
930,BrookeW102202,,"RT @WestminsterWAG: Prince Harry: the press is evil.
Also Prince Harry: here I am on the cover of People magazine.
#Spare"
931,Marijadr2,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
932,Diversity4me,,"RT @ArchewellBaby: ""People often speculated that I was clinging to my bachelor life because it was glamorous. Many evenings I'd think if on…"
933,WiilmaVoices,"London, England",RT @Thelma_DWalker: I watched the “Harry” interview on ITV last night. It was so obvious to me that he was speaking the truth. He’s calling…
934,sinnadesm,,RT @KofoAregbesola: Gosh! This is epic. #Diana confronting #Camilla saying get your claws off my husband. Lady D is a G. https://t.co/gIldW…
935,Archewell20,,RT @Momo80385953: @simsyg @TKMaxx_UK Of course they do. Embarrassing by the #ToxicBritishMedia #BritishMediaIsToxic #BritishMediaSupportTal…
936,dawnhowey,"Upper Desert, CA","I bought this today because I feel he and his wife deserve all the $ and attention 
I will only give my $ to THIS R… https://t.co/VmrhmLjYMG"
937,VincentOchieng,"Nairobi, Kenya",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
938,MissBleuFour,Republic of Jersey,"RT @TvKhaleesi: WHOA!!! Prince Harry’s book #Spare sold 1.43 million copies in one day. 
https://t.co/kmyaGbz4Cy"
939,u3065611,,RT @Aditiya_renee: Finished #Spare ....thoughts 1. UK is thoroughly fucked if their monarch and heir is beholden to you know who to this le…
940,jc6262671,,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
941,CanaryBirdUK,"Cambridgeshire, UK",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
942,JohanssonCary,Stockholm ,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
943,elliemayhem,United Kingdom,RT @SPerryPeoplemag: William asked about the comments in Harry’s book as he arrives with Kate at the Royal Liverpool University Hospital #s…
944,Patrici81460203,,"RT @Samanth04949910: @minaskjo @Tessadunlop @PiersUncensored The book #Spare is good, nothing like the #ToxicBritishMedia have portrayed. I…"
945,akwocha,London,"RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
946,hrexach,"Florida, USA",RT @JoDivaRunner: Harry injured his knee participating in military exercises while on Royal duty and his entry into the military had to be…
947,Bubbaballoon,"Belfast, Northern Ireland",@scobie @NielsenBook I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harr… https://t.co/FbSPym3isa
948,TraceyS03564708,,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
949,FlameAngelzz,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
950,mylifeinwordsuk,"Portsmouth, Worldwide",#Spare https://t.co/8x5sCIuZJ3
951,Shirleygailgal,"North Vancouver, BC Canada","RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
952,BullingdonAlex,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
953,BillCody,"Charlotte, NC","RT @TvKhaleesi: LMAO!!! Not Prince Harry throwing rose petals at Tom Hanks😭. 

#Spare #Colbert

 https://t.co/6OewQGKq1T"
954,LeAnn_RivuFilms,,"RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
955,starling_ren,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
956,campunsolved,,"RT @yoon_strawberry: #Spare being SO good, I now want Meghan and/or Harry to write a full romance novel 😭💕"
957,Denise60453315,,"RT @loisbeckett: There’s currently a wait list of 2,263 people who have placed a hold for #Spare at the Los Angeles public library. The est…"
958,Karenknowsbest,Green Gables,"RT @jerglans: ""They agree on not having a royal family.""

How can @KensingtonRoyal and @RoyalFamily watch this clip and not be terrified by…"
959,widehope,"Midlands,UK   @Widehope","RT @Stefie0611: H&amp;M this is what real work looks like! 
#ShutUpHarryAndMeghan #Spare us!"
960,Sussexlove3,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
961,TheHighSocieTea,,RT @JoDivaRunner: Harry injured his knee participating in military exercises while on Royal duty and his entry into the military had to be…
962,ZeinabOkei,,RT @LizzieITV: The Prince and Princess of Wales are visiting Merseyside to meet those working across healthcare and mental health support s…
963,as24148068,,"RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
964,A007Empire,,A man the tabloids told us was not smart flied computerised Apache helicopter. Please makes it make sense.… https://t.co/aXBEmPL4uT
965,u3065611,,"RT @Judyinrichmond: Media: we don’t get briefed by the palace, Harry is talking 💩

Also Media: 👇🏾👀

#ToxicBritishMedia #spare #HarryTheInte…"
966,sussexist,,RT @MonaMelanated: Harry is funny.. I see why Meghan was willing to live in a section 8 house for him. #HarryonColbert #Spare
967,campunsolved,,"RT @ArchewellBaby: Prince Harry's interview on #Colbert has now been viewed 2.1M times on YouTube in the past 24 hrs. 
Harry's TV appearanc…"
968,Ualreadylate,where I'm supposed to be ,"RT @simsyg: Um so Prince Harry doesn't shop at @TKMaxx_UK?? People accusing H&amp;M of lying, but no one can prove they're lying, however most…"
969,sirFIZZ,chasing shadows ,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
970,Sussexlove3,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
971,PoetikButterfly,Swakopmund,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
972,akwocha,London,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
973,Coddiwomple1,,"RT @bestgsquared: @onecrapguy @GMB CAMILLA PARKER-BOWLES HAS A CLEAR AGENDA.

To be crowned QUEEN CONSORT alongside her longtime adulterous…"
974,LorraineHorn11,,RT @C0C0AM: Loving that every evil headline the #britishmedia put out gets crushed by the success of #Spare. #SparebyPrinceHarry #sparebyha…
975,jc6262671,,"RT @realfranzprusse: 😂😂😂
#Spare #Colbert #PrinceHarrySpare #PrinceHarryInterview #DoNotPokeTheBear 

https://t.co/VUAFSjhoEz"
976,TunjiGbadamosi,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
977,JuniaMbs0518,"Manhattan, NY","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
978,Sussexlove3,,RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
979,Nicola23453287,,"RT @RobertoAvventu2: #Meloni #niccolò #HarryPotter #chiaraferragni #Spare #patriziacavalli  #uffizi 

I vaccini sono la chiave essenziale,…"
980,yara01868101,,"RT @MANTWINE2: Doria Ragland needs to sue every one of these malicious liars into bankruptcy, starting with @GBNEWS &amp; Tom Bower. And the on…"
981,RosexNoor,🌎,"RT @Mu_Ri_Elle: (Video in French)

#PrinceHarry's book is a bestseller in France 🇫🇷 

- #Spare is selling 20% more than Barack Obama's memo…"
982,u3065611,,"RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
983,KathiePloskonka,"United States, Ohio ",RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
984,sultmiz,,"RT @AzlinBloor: I went from nah, to maybe, to hell, yes. All thanks to the #ToxicBritishMedia 
So well done guys, for pushing up sales. I'm…"
985,SussexsquadP,,"Finished #Spare. My tears, barely kept at bay, from the 1st word to the end when Harry insisted on bringing Lili in… https://t.co/1OUr3cayVS"
986,Patrici81460203,,"RT @QueenRMade1: I highly recommend #Spare, especially the audible book. #PrinceHarry"
987,simila_laura,Coín,RT @Mimicinque: ✍️ Prince Harry hasn’t attacked his family or the monarchy. He defended his wife and he’s told the truth about the symbioti…
988,u3065611,,"RT @BrexitBuster: Just remember folks, every time yet another copy of ‘Spare’ is sold, a little something in Dan Wootton and Nile Gardiner…"
989,TXHeifer,WA03,"RT @DaniiZ619: You’ve got a lot of nerve to talk shit about Harry while looking like this, @theroyaleditor. #Spare #SparebyPrinceHarry http…"
990,RuggerFunBobby,Arizona,I finished listening to Harry reading the audiobook #Spare and conclude that none of the RF have half the character… https://t.co/Sh8HOAGA13
991,glondon2015,United kingdom,"RT @ImpishSugar: I like to give credit where it is due so, this is to congratulate #PrinceWilliamIsABully on forcing #PrinceHarry to write…"
992,ashhan83,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
993,JudyWoods8,,"RT @TvKhaleesi: LMAO!!! Not Prince Harry throwing rose petals at Tom Hanks😭. 

#Spare #Colbert

 https://t.co/6OewQGKq1T"
994,soteros1,,"RT @RobertoAvventu2: #Meloni #niccolò #HarryPotter #chiaraferragni #Spare #patriziacavalli  #uffizi 

I vaccini sono la chiave essenziale,…"
995,WatchdogBigotry,,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
996,Pingachoo,Extreme Far Left 💐❤️🐈🐈‍⬛🐩,@CamillaTominey @YouGov You are so dishonest…..why don’t you tell us who runs?? Ben Elliot that’s who. #spare… https://t.co/XIgcfXOev9
997,glondon2015,United kingdom,"RT @DJHTEXAS: Prince Harry did it again. The Wall Street Journal  page A10 Thursday,  January  12, 2023. The paper gave him 1/4th of a full…"
998,canttbetamedg,,Along with Harry's book You can now read the true story of a reporter 🖊️🌍🙌who was told to be silent about Pope Fran… https://t.co/NbQOvWVAy8
999,adm0,Scotland STILL YES :-),"RT @byetwit: @nomoremonarchs So to ""debunk"" #Spare, #CamillaQueenofBullies friend royalist Geordie Greig who now runs the Independent has a…"
